,city_numeric,street_numeric,area,number_of_rooms,floors,floor,price_per_square_m,total_price,build_year,0heating,Aeroterminis,Autonominis,Centrinis,Centrinis-kolektorinis,Dujinis,Elektrinis,Kietu kuru,Kitas,0furnishment,Dalinė apdaila,Neįrengtas / Statomas,Pilnai įrengtas,Reikalingas remontas,Suremontuotas,Tvarkingas,0building,Blokinis,Karkasinis,Medinis,Monolitas,Mūrinis
190,76,444,47.71,3,5,5,890.8,42500.0,1968,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
191,42,434,63.7,3,9,3,1381.48,88000.0,1972,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
192,76,364,65.11,3,5,5,1099.68,71600.0,1988,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
193,109,458,63.17,3,4,2,2524.93,159500.0,2023,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
194,109,458,85.58,4,4,1,2553.17,218500.0,2023,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
195,109,435,56.0,2,3,1,3303.57,185000.0,1964,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
196,109,487,44.47,2,5,3,2900.83,129000.0,1963,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
197,109,120,51.87,2,4,2,3836.51,199000.0,2020,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
198,109,81,15.22,1,4,2,3777.92,57500.0,1960,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
199,117,77,12.45,1,5,1,578.31,7200.0,1977,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
200,25,415,38.17,1,3,2,1100.34,42000.0,1992,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
201,109,295,55.61,2,7,3,4126.96,229500.0,2017,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
202,25,548,34.3,1,5,4,1516.03,52000.0,1989,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
203,109,225,32.6,1,9,8,2407.98,78500.0,1975,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
204,61,88,50.1,2,5,4,998.0,50000.0,1984,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
205,109,562,32.39,1,9,7,3087.37,100000.0,1969,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
206,1,496,35.73,2,5,4,1399.38,50000.0,1968,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
207,117,252,49.67,2,4,1,1400.0,69538.0,2022,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
208,54,218,57.0,2,4,2,2280.68,129999.0,2016,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
209,88,303,68.3,3,3,2,1462.66,99900.0,1993,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
210,42,380,42.0,2,4,3,2071.43,87000.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
211,61,149,50.44,2,5,4,852.5,43000.0,1979,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
212,108,505,29.03,2,1,1,272.13,7900.0,1920,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
213,42,60,57.94,3,5,1,4073.18,236000.0,2018,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
214,42,328,60.41,3,5,5,1438.5,86900.0,1972,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
215,94,12,51.59,2,4,3,290.75,15000.0,1993,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
216,117,252,57.16,2,4,1,1500.0,85740.0,2022,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
217,64,392,56.13,2,3,2,2316.05,130000.0,2017,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
218,24,77,59.02,3,9,6,1860.39,109800.0,2007,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
219,42,60,97.69,3,4,1,3674.89,359000.0,2022,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
220,42,95,76.02,3,3,2,3064.98,233000.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
221,42,285,30.27,1,5,3,1618.76,49000.0,1973,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
222,109,181,47.29,2,5,3,2304.93,109000.0,1964,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
223,42,350,54.58,2,5,4,1280.69,69900.0,1985,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
224,47,439,62.81,2,3,2,1257.76,79000.0,1930,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
225,109,181,47.29,2,5,3,2304.93,109000.0,1964,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
226,109,565,36.99,2,9,6,4447.15,164500.0,2021,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
227,109,390,72.39,3,3,2,3398.26,246000.0,2014,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
228,109,535,70.0,4,5,5,1895.71,132700.0,1970,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
229,109,83,41.95,2,9,7,4290.82,180000.0,2019,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
230,109,335,50.07,2,12,2,2993.81,149900.0,2017,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
231,109,358,47.48,2,2,2,4317.61,205000.0,1940,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
232,117,252,57.1,2,4,4,1500.0,85650.0,2022,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
233,109,358,52.08,1,4,4,5376.34,280000.0,1898,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
234,109,358,47.48,2,2,2,4317.61,205000.0,1940,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
235,109,501,35.0,1,7,7,2856.86,99990.0,2020,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
236,47,397,46.0,2,3,2,3100.0,142600.0,2023,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
237,109,426,91.79,4,3,3,3126.7,287000.0,2006,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
238,47,549,77.8,4,5,2,1118.25,87000.0,1977,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
239,109,105,110.0,3,4,1,2045.45,225000.0,1984,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
240,109,530,61.31,3,9,9,1875.71,115000.0,1980,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
241,109,118,60.1,3,6,5,3910.15,235000.0,2020,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
242,109,20,27.73,1,9,8,2704.65,75000.0,1966,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
243,109,395,29.8,1,9,2,2500.0,74500.0,1965,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
244,42,515,37.05,2,5,1,1565.43,57999.0,1985,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
245,61,553,51.33,2,9,6,1071.5,55000.0,1979,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
246,109,186,30.01,1,5,2,2265.91,68000.0,1978,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
247,109,554,51.12,2,5,5,2347.42,120000.0,1967,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
248,109,319,67.0,3,5,3,1626.87,109000.0,1981,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
249,109,114,44.45,2,5,3,2227.22,99000.0,1962,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
250,75,475,38.0,2,3,1,8526.32,324000.0,2017,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
251,109,562,62.75,2,9,1,2151.39,135000.0,1969,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
252,42,328,60.41,3,5,4,1407.05,85000.0,1972,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
253,1,454,65.01,3,2,1,769.11,50000.0,1939,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
254,109,195,100.0,4,1,1,2750.0,275000.0,2022,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
255,109,195,100.0,4,1,1,2750.0,275000.0,2022,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
256,109,119,61.25,3,5,5,2097.96,128500.0,1980,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
257,75,379,105.81,6,3,1,11341.08,1200000.0,2001,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
258,93,260,58.01,3,3,3,3720.05,215800.0,2023,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
259,93,260,29.0,2,3,1,4120.69,119500.0,2023,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
260,42,539,63.96,3,3,2,2485.93,159000.0,1901,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
261,76,151,86.38,3,3,2,1412.36,122000.0,1999,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
262,109,181,100.0,4,5,2,1950.0,195000.0,1993,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
263,75,204,50.0,2,3,2,3000.0,150000.0,2023,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
264,109,265,66.71,3,9,1,1633.94,109000.0,1987,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
265,109,83,41.95,2,9,7,4290.82,180000.0,2019,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
266,35,128,82.0,4,3,2,1951.21,159999.0,2011,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
267,47,549,33.07,1,5,5,1357.73,44900.0,1977,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
268,109,42,56.0,2,4,4,2600.0,145600.0,2010,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
269,9,230,51.85,2,3,1,1639.34,85000.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
270,109,486,36.19,1,5,2,2569.77,93000.0,1984,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
274,109,94,36.0,1,5,3,2166.67,78000.0,1982,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
275,60,30,48.68,2,5,5,1232.54,60000.0,1999,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
276,32,479,50.64,2,5,4,928.12,47000.0,1976,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
277,109,541,69.55,3,2,1,3522.65,245000.0,1940,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
278,32,69,50.44,2,9,5,1130.06,57000.0,1983,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
279,1,293,52.14,2,5,5,957.04,49900.0,1974,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
280,121,408,77.13,4,3,3,1153.9,89000.0,1980,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
281,109,422,43.72,2,5,5,1555.35,68000.0,1972,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
282,109,422,50.79,2,5,4,3445.56,175000.0,1969,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
283,109,308,30.7,1,8,6,4876.22,149700.0,2022,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
284,42,429,61.5,4,2,2,2747.97,169000.0,2020,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
285,42,2,61.97,3,6,5,2167.63,134328.0,2022,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
286,42,2,62.77,3,6,3,2000.0,125540.0,2022,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
287,109,395,45.0,2,5,2,2664.44,119900.0,1962,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
288,109,510,42.0,2,3,3,4142.86,174000.0,1940,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
289,109,395,21.5,1,9,6,2511.63,54000.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
290,109,225,72.0,2,5,3,2208.33,159000.0,1997,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
291,42,74,35.8,2,1,1,1201.12,43000.0,1940,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
292,42,43,50.75,2,9,5,1911.33,97000.0,1990,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
293,89,371,17.0,1,5,4,1941.18,33000.0,1970,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
294,75,475,72.0,4,2,2,4000.0,288000.0,2022,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
295,32,3,36.0,1,5,2,861.11,31000.0,1988,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
296,117,269,78.62,4,5,2,686.85,54000.0,1987,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
297,75,321,40.0,2,0,0,2600.0,104000.0,2022,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
298,75,321,40.0,2,0,0,3250.0,130000.0,2022,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
299,109,170,36.41,1,5,5,2444.38,89000.0,2002,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
300,105,326,53.8,2,3,1,890.33,47900.0,1977,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
301,109,241,45.45,2,9,2,3848.18,174900.0,2019,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
302,109,194,51.21,2,6,5,5077.13,260000.0,2017,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
303,41,495,51.51,2,2,1,1067.75,55000.0,1965,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
304,42,552,27.5,1,2,2,2727.27,75000.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
305,109,116,61.71,3,5,5,2252.47,139000.0,1981,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
306,60,455,49.24,2,5,5,1096.67,54000.0,1984,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
307,109,433,68.07,3,9,8,1997.94,136000.0,1983,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
308,109,562,44.12,2,5,5,2606.3,114990.0,1966,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
309,109,384,67.0,3,9,2,1716.42,115000.0,1989,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
310,115,510,48.62,2,5,5,1213.49,59000.0,1981,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
311,109,563,17.05,1,5,4,1994.13,34000.0,1967,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
312,109,525,21.47,1,9,8,2515.14,54000.0,1972,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
313,109,490,77.9,4,5,3,1668.81,130000.0,1973,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
314,109,381,68.92,3,9,7,4309.34,297000.0,2012,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
315,109,281,112.0,4,4,3,2231.25,249900.0,2002,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
316,99,558,61.99,3,5,2,790.45,49000.0,1988,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
317,116,32,30.27,1,5,4,1205.81,36500.0,1967,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
318,116,378,44.0,2,5,1,1588.64,69900.0,1971,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
319,42,125,56.0,3,2,1,2839.29,159000.0,2019,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
320,109,440,35.2,2,4,3,2755.68,97000.0,2022,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
321,109,225,42.0,2,9,4,2023.81,85000.0,1990,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
322,109,114,15.29,1,5,3,2812.3,43000.0,1961,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
323,42,9,29.81,2,1,1,1174.07,34999.0,1935,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
324,109,433,50.56,3,9,3,2274.53,115000.0,1982,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
325,42,552,43.0,2,2,2,2555.81,109900.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
326,109,181,42.0,2,5,4,3571.43,150000.0,2004,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
327,109,508,46.0,2,9,5,2717.39,125000.0,1974,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
328,42,457,40.0,2,2,2,2125.0,85000.0,1922,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
329,109,1,74.4,3,9,2,4005.38,298000.0,1985,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
330,109,487,26.76,1,9,8,4820.63,129000.0,2021,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
331,109,487,26.76,1,9,8,4820.63,129000.0,2021,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
332,109,143,50.0,2,3,3,2980.0,149000.0,2006,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
333,42,54,45.19,2,5,5,1697.28,76700.0,1962,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
334,109,228,40.0,2,5,4,4250.0,170000.0,2021,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
335,76,417,63.43,3,5,5,1032.63,65500.0,1971,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
336,109,542,89.55,4,1,1,2959.24,265000.0,1940,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
337,38,174,66.32,3,3,1,633.29,42000.0,1992,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
338,42,201,47.0,1,5,1,2382.98,112000.0,2007,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
339,42,385,66.0,4,3,3,2862.12,188900.0,2022,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
340,9,221,59.0,2,4,4,1508.47,89000.0,2008,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
341,61,485,51.03,2,5,2,1273.76,65000.0,1976,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
342,4,281,50.08,3,3,2,2496.01,125000.0,1958,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
343,42,350,53.26,2,5,4,1595.94,85000.0,1985,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
344,109,527,50.08,3,3,2,2496.01,125000.0,1958,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
345,109,433,51.0,2,9,1,2056.86,104900.0,1983,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
346,42,43,50.48,2,9,5,1683.84,85000.0,1990,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
347,27,123,109.56,4,2,1,1697.69,185999.0,2017,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
348,109,241,74.0,4,5,1,4527.03,335000.0,2020,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
349,109,118,21.56,1,5,5,3107.61,67000.0,1961,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
350,75,257,22.68,1,4,1,4254.85,96500.0,2022,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
351,109,246,43.03,2,4,2,3230.3,139000.0,2013,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
352,42,310,44.37,2,5,3,1397.34,62000.0,1974,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
353,82,257,53.0,2,12,4,943.4,50000.0,1984,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
354,109,460,18.91,1,2,2,1322.05,25000.0,1983,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
355,82,196,50.1,2,5,4,1197.6,60000.0,1980,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
356,109,26,48.3,2,12,12,1964.8,94900.0,1972,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
357,32,69,52.0,2,9,8,1000.0,52000.0,1983,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
358,65,367,43.88,2,5,1,455.79,20000.0,1970,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
359,109,195,100.0,4,1,1,2750.0,275000.0,2022,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
360,82,257,67.34,3,9,9,696.47,46900.0,1986,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
361,109,67,53.52,2,3,1,3241.78,173500.0,2013,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
362,109,500,68.8,3,9,7,1969.48,135500.0,1973,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
363,42,493,78.11,3,5,5,1276.41,99700.0,1992,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
364,109,377,50.67,3,13,12,1855.14,94000.0,1988,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
365,109,419,54.27,3,6,1,4606.6,250000.0,2018,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
366,99,22,33.7,2,5,4,1023.74,34500.0,1967,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
367,85,433,46.14,2,5,5,736.89,34000.0,1967,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
368,47,219,63.49,2,34,29,2520.08,160000.0,2009,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
369,109,171,63.02,3,9,2,1823.23,114900.0,1983,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
370,42,395,41.12,2,5,2,1653.7,68000.0,1965,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
371,109,468,70.0,3,10,9,2357.14,165000.0,2007,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
372,75,281,37.12,1,3,2,2258.67,83842.0,2022,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
373,1,293,60.81,3,5,1,920.9,56000.0,1967,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
374,75,321,39.97,2,2,1,3227.42,129000.0,2017,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
375,109,171,63.02,3,9,2,1823.23,114900.0,1983,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
376,75,117,53.0,3,2,2,2545.28,134900.0,2022,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
377,109,1,144.82,3,8,8,5731.25,830000.0,2005,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
378,56,545,32.91,1,5,1,516.56,17000.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
379,42,173,41.7,2,3,1,2100.0,87570.0,2023,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
380,47,52,66.07,2,7,7,1891.93,125000.0,2008,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
381,97,534,42.71,2,2,1,643.88,27500.0,1962,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
